,SentID,Cause,Effect,Label,Sent
6108,6109,caffeine withdrawal,headaches,1,"A common side effect of strict elimination after extended periods of use is headaches from caffeine withdrawal, which is also a clear sign of the addiction."
6109,6110,war,conquests,1,The war resulted in other collateral imperial conquests as well.
6125,6126,sun,light,1,The light that is currently reaching the Earth was generated in the sun approximately 100000 years ago.
6129,6130,linearity,applicability,1,The bounded applicability of the Perceptron arose from the linearity of its modifiable decision rule.
6131,6132,explosive,wave,1,The shock wave was generated by an explosive made from RDX.
6148,6149,tumor,death,1,"In a literature review of 875 cases of Merkel cell carcinoma, the tumor was the cause of death in 34% of these patients."
6152,6153,perturbation,instability,1,The instability grows from an perturbation whose initial amplitude is small.
6153,6154,praise,concern,1,"Both praise and blame cause concern, for they bring people hope and fear."
6164,6165,election,spike,1,A method of mitigating the effect of a market spike caused by the triggering and the election of a conditional order includes monitoring conditional orders.
6172,6173,terror,deaths,1,The deaths of Israelis caused by terror are permanent and irreversible whereas the hardships faced by the Palestinians are temporary and reversible.
6183,6184,job dissatisfaction,stress,1,Job dissatisfaction is one of the main causes of stress and stress is one of the main causes of illness.
6196,6197,bout,stroke,1,"The stroke, which was triggered by a bout of chicken pox, also weakened her arteries so much that doctors said she had the brain 'of an 80-year-old'."
6209,6210,applicants,delay,1,The delay in the progression of these applications has been caused by the original applicants.
6214,6215,intersection,fireball,1,Boslough and colleagues achieved fame more than a decade ago by accurately predicting that that the fireball caused by the intersection of the comet Shoemaker-Levy 9 with Jupiter is observable from Earth.
6225,6226,vaccine,ache,1,Here are reside meningococcal bacilli in the vaccine and it is accessible to bolt the ache or become a carrier of the ache from the vaccine.
6246,6247,breeding,concealing,1,Good breeding consists of concealing how much we think of ourselves and how little we think of the other person.
6252,6253,fingertips,bruises,1,The bruises are caused by the attacker's fingertips pressing into the skin.
6258,6259,fog,disorientation,1,"Fog, rain, darkness, and or blowing snow lead to disorientation."
6262,6263,humidity,contamination,1,"Fungal growth and aflatoxin contamination are caused by the following factors: warm temperature, high humidity and poor soil condition."
6263,6264,gravitational force,tides,1,The tides are caused by the gravitational force of the Moon.
6271,6272,war,harm,1,Reducing the harm caused by the War on Drugs is a big task.
6300,6301,pollution,disease,1,"When these fuels are burned, they create air pollution that contributes to global warming and causes smog, acid rain and respiratory disease."
6309,6310,bite,rash,1,My friend got a rash from a mosquito bite and Westcort helped her but it left a scar so she also put on Mederma after the rash went away.
6318,6319,germs,flu,1,"These germs cause illnesses ranging from common ailments, like the cold and flu, to disabling."
6320,6321,tsunami,havoc,1,"The greatest impact of the tsunami was generally in an east-west direction, so the havoc caused by the tsunami along the southwestern shores of Sri Lanka was not as severe as along the eastern coast."
6330,6331,scleroderma,hardening,1,Scleroderma is a disease of the body's connective tissue that causes thickening and hardening of the skin.
6339,6340,anxiety reaction,cramps,1,"The cramps are caused by the anxiety reaction but because the sufferer has high anxiety, they can be interpreted in other ways; fears grow and the anxiety worsens."
6356,6357,fuel leak,delay,1,"A fuel leak in one of the C-17s caused a delay on the morning of Nov. 7 as the crew was preparing for departure for Cairo, Egypt."
6357,6358,pinworm,infestation,1,Pinworm infestation is very rarely fatal; death and morbidity are from secondary infection.
6365,6366,drugs,death,1,"The drugs he sold had caused the overdose death of Matthew Lessard, 19, of Lowell."
6366,6367,jar,hematoma,1,The jar from the fall had caused a subdural hematoma on the right front side of my brain that shows up in the CT.
6384,6385,discharge,earthquakes,1,Earthquakes are caused by the discharge of accumulated along geologic faults.
6389,6390,swinging,oscillation,1,Oscillation of the lever caused by the swinging of the pendulum.
6390,6391,process,interference,1,"Method according to claim 1, characterized in that the time duration of the quality reduction is limited at least to the duration of the interference triggered by the switching process."
6395,6396,protests,revolution,1,Student protests are turning into a Twitter revolution in Moldova.
6406,6407,dryness,coughing,1,"Nasal dryness causes nosebleeds, coughing, wheezing, and other short-term respiratory problems."
6410,6411,flu,inflammation,1,"Colds and flu cause inflammation of the mucous membranes of the nose, throat and mouth."
6422,6423,noises,dogs,1,Defra identified the different noises made by dogs and the meanings behind them.
6432,6433,factories,pollution,1,The Maryland Department of the Environment has already worked to reduce the amount of pollution from sources like cars and factories.
6433,6434,soya farming,deforestation,1,"Soya farming is one of the main causes of tropical deforestation, which currently produces a fifth of global climate change."
6435,6436,plague,darkness,1,The encroaching darkness has been caused by the twin horrors of war and a mysterious plague.
6453,6454,disorder,memory loss,1,"Alzheimer's disease is a degenerative brain disorder that results in memory loss, impaired thinking, difficulty finding the right word when speaking, and personality changes (see ""Warning signs of Alzheimer's disease,"" below)."
6456,6457,laser,signal,1,The clock signal was generated from an external cavity semiconductor laser.
6462,6463,aftershocks,landslides,1,The landslides caused by these earthquakes and aftershocks were concentrated along the mudstone and sandstone surfaces.
6464,6465,man,thump,1,The desperate man who had clung to the stump had battered the rocks with a shuddering thump.
6468,6469,fume,nausea,1,"Systemically, dust and fume cause irritation of the upper respiratory tract, metallic taste and nausea."
6472,6473,construction,dust,1,"The dust, noise, and sleep deprivation produced by the construction are intolerable."
6485,6486,transmitter,signal,1,The transmitter sends a radio signal to the doorbell radio receiver inside the building.
6495,6496,people,destruction,1,They are all in on it and the same people who caused the destruction of the economy are still running the show so they can keep us down and buy up the country cheap.
6499,6500,chord,miscarriages,1,"In two of the cases reported in the media, an older woman's baby was stillborn because of an abnormal placeta, and one of the miscarriages was caused by the umbilical chord encircling the fetus."
6501,6502,flashlight,light,1,"When it was closer she saw the light was coming from a flashlight being carried in the mouth of a large black Scottie dog, its muzzle gray with age."
6521,6522,vulvodynia,vulval pain,1,Vulvodynia is the cause of chronic vulval pain in the absence of skin disease and infection.
6528,6529,flame,damage,1,Olympic chiefs are worried about the environmental damage caused by the Olympic flame.
6529,6530,collision,fire,1,"The log truck caught fire after the collision, but the 35-year-old driver escaped before the cab became engulfed in flames."
